"","NAME","N","DHONDT","YEAR","PROVINCE","PARTY","PASSED","N.REL","RANK","LISTSUM","LISTPASSED","LISTSIZE","THRESHOLD","RANK.REL","PASSED.REL"
"744","Tuomaala Maija",186,"1297.412",2007,"PIR","VI",FALSE,0.0234552332912989,17,22056,1,18,"12032",0.888888888888889,0.0555555555555556
"745","Niinenmaa Jussi",137,"1225.333",2007,"PIR","VI",FALSE,0.0172761664564943,18,22056,1,18,"12032",0.944444444444444,0.0555555555555556
"746","Vehviläinen Anu",6789,"30391",2007,"PKA","KE",TRUE,1,1,30391,3,14,"10130.333",0,0.214285714285714
"747","Hoskonen Hannu",5982,"15195.5",2007,"PKA","KE",TRUE,0.881131241714538,2,30391,3,14,"10130.333",0.0714285714285714,0.214285714285714
"748","Reijonen Eero",5021,"10130.333",2007,"PKA","KE",TRUE,0.739578730299013,3,30391,3,14,"10130.333",0.142857142857143,0.214285714285714
"749","Kämäräinen Matti",4534,"7597.75",2007,"PKA","KE",FALSE,0.667845043452644,4,30391,3,14,"10130.333",0.214285714285714,0.214285714285714
"750","Niemi Anu",2449,"6078.2",2007,"PKA","KE",FALSE,0.360730593607306,5,30391,3,14,"10130.333",0.285714285714286,0.214285714285714
"751","Nuutinen Tapani",1320,"5065.167",2007,"PKA","KE",FALSE,0.194432169686257,6,30391,3,14,"10130.333",0.357142857142857,0.214285714285714
"752","Remes Salla",881,"4341.571",2007,"PKA","KE",FALSE,0.129768743555752,7,30391,3,14,"10130.333",0.428571428571429,0.214285714285714
"753","Riikonen Maija",835,"3798.875",2007,"PKA","KE",FALSE,0.122993077036382,8,30391,3,14,"10130.333",0.5,0.214285714285714
"754","Kuittinen Matti",829,"3376.778",2007,"PKA","KE",FALSE,0.122109294446899,9,30391,3,14,"10130.333",0.571428571428571,0.214285714285714
"755","Forsblom Outi",756,"3039.1",2007,"PKA","KE",FALSE,0.111356606274856,10,30391,3,14,"10130.333",0.642857142857143,0.214285714285714
"756","Hirvonen Jaakko",385,"2762.818",2007,"PKA","KE",FALSE,0.0567093828251583,11,30391,3,14,"10130.333",0.714285714285714,0.214285714285714
"757","Kukkonen Pekka",217,"2532.583",2007,"PKA","KE",FALSE,0.0319634703196347,12,30391,3,14,"10130.333",0.785714285714286,0.214285714285714
"758","Ihanus Osmo",201,"2337.769",2007,"PKA","KE",FALSE,0.0296067167476801,13,30391,3,14,"10130.333",0.857142857142857,0.214285714285714
"759","Kinnunen Kristina",192,"2170.786",2007,"PKA","KE",FALSE,0.0282810428634556,14,30391,3,14,"10130.333",0.928571428571429,0.214285714285714
"760","Lahtela Esa",10813,"29105",2007,"PKA","SD",TRUE,1,1,26942,2,11,"10130.333",0,0.181818181818182
"761","Kähkönen Lauri",4391,"14552.5",2007,"PKA","SD",TRUE,0.406085267733284,2,26942,2,11,"10130.333",0.0909090909090909,0.181818181818182
"762","Tahvanainen Säde",3359,"9701.667",2007,"PKA","SD",FALSE,0.31064459446962,3,26942,2,11,"10130.333",0.181818181818182,0.181818181818182
"763","Eskelinen Seppo",2345,"7276.25",2007,"PKA","SD",FALSE,0.216868584111717,4,26942,2,11,"10130.333",0.272727272727273,0.181818181818182
"764","Mäkisalo-Ropponen Merja",1951,"5821",2007,"PKA","SD",FALSE,0.180430962730047,5,26942,2,11,"10130.333",0.363636363636364,0.181818181818182
"765","Pennanen Eija",988,"4157.857",2007,"PKA","SD",FALSE,0.0913714972718025,6,26942,2,11,"10130.333",0.454545454545455,0.181818181818182
"766","Kainulainen Ismo",935,"3638.125",2007,"PKA","SD",FALSE,0.08646998982706,7,26942,2,11,"10130.333",0.545454545454545,0.181818181818182
"767","Karukannas Matti",645,"3233.889",2007,"PKA","SD",FALSE,0.0596504207897901,8,26942,2,11,"10130.333",0.636363636363636,0.181818181818182
"768","Rämänen Pirjo",532,"2910.5",2007,"PKA","SD",FALSE,0.049200036992509,9,26942,2,11,"10130.333",0.727272727272727,0.181818181818182
"769","Lehikoinen Heidi",525,"2645.909",2007,"PKA","SD",FALSE,0.0485526680847128,10,26942,2,11,"10130.333",0.818181818181818,0.181818181818182
"770","Nyyssönen Leena",458,"2238.846",2007,"PKA","SD",FALSE,0.0423564228243781,11,26942,2,11,"10130.333",0.909090909090909,0.181818181818182
"771","Cronberg Tarja",7804,"9955",2007,"PKA","VI",FALSE,1,1,9955,0,14,"10130.333",0,0
"772","Mikkonen Krista",473,"4977.5",2007,"PKA","VI",FALSE,0.0606099436186571,2,9955,0,14,"10130.333",0.0714285714285714,0
"773","Tahvanainen Teemu",289,"3318.333",2007,"PKA","VI",FALSE,0.0370322911327524,3,9955,0,14,"10130.333",0.142857142857143,0
"774","Kainulainen Pauliina",246,"2488.75",2007,"PKA","VI",FALSE,0.0315222962583291,4,9955,0,14,"10130.333",0.214285714285714,0
"775","Massinen Minttu",231,"1991",2007,"PKA","VI",FALSE,0.0296002050230651,5,9955,0,14,"10130.333",0.285714285714286,0
"776","Lukkarinen Jani",217,"1659.167",2007,"PKA","VI",FALSE,0.0278062532034854,6,9955,0,14,"10130.333",0.357142857142857,0
"777","Autti Hannele",199,"1422.143",2007,"PKA","VI",FALSE,0.0254997437211686,7,9955,0,14,"10130.333",0.428571428571429,0
"778","Parviainen Mervi",145,"1244.375",2007,"PKA","VI",FALSE,0.0185802152742184,8,9955,0,14,"10130.333",0.5,0
"779","Laakkonen Anu",125,"1106.111",2007,"PKA","VI",FALSE,0.0160174269605331,9,9955,0,14,"10130.333",0.571428571428571,0
"780","Elonheimo Ville",72,"995.5",2007,"PKA","VI",FALSE,0.00922603792926704,10,9955,0,14,"10130.333",0.642857142857143,0
"781","Jorasmaa Ilpo",68,"905",2007,"PKA","VI",FALSE,0.00871348026652998,11,9955,0,14,"10130.333",0.714285714285714,0
"782","Fagerlund Jari",32,"829.583",2007,"PKA","VI",FALSE,0.00410046130189646,12,9955,0,14,"10130.333",0.785714285714286,0
"783","Katajisto Eero",29,"765.769",2007,"PKA","VI",FALSE,0.00371604305484367,13,9955,0,14,"10130.333",0.857142857142857,0
"784","Koskikallio Ilpo",25,"711.071",2007,"PKA","VI",FALSE,0.00320348539210661,14,9955,0,14,"10130.333",0.928571428571429,0
"785","Kärkkäinen Kari",5778,"10316",2007,"PSA","KD",TRUE,1,1,10316,1,14,"10316",0,0.0714285714285714
"786","Nerg Päivi",1161,"5158",2007,"PSA","KD",FALSE,0.200934579439252,2,10316,1,14,"10316",0.0714285714285714,0.0714285714285714
"787","Cederberg Björn",875,"3438.667",2007,"PSA","KD",FALSE,0.151436483212184,3,10316,1,14,"10316",0.142857142857143,0.0714285714285714
"788","Iskanius Raija",549,"2579",2007,"PSA","KD",FALSE,0.0950155763239875,4,10316,1,14,"10316",0.214285714285714,0.0714285714285714
"789","Tossavainen Lauri",362,"2063.2",2007,"PSA","KD",FALSE,0.0626514364832122,5,10316,1,14,"10316",0.285714285714286,0.0714285714285714
"790","Liukkonen Salla",357,"1719.333",2007,"PSA","KD",FALSE,0.0617860851505711,6,10316,1,14,"10316",0.357142857142857,0.0714285714285714
"791","Rossi Juha",341,"1473.714",2007,"PSA","KD",FALSE,0.0590169608861198,7,10316,1,14,"10316",0.428571428571429,0.0714285714285714
"792","Heiskanen Nina",300,"1289.5",2007,"PSA","KD",FALSE,0.0519210799584631,8,10316,1,14,"10316",0.5,0.0714285714285714
"793","Korhonen Lasse",168,"1146.222",2007,"PSA","KD",FALSE,0.0290758047767394,9,10316,1,14,"10316",0.571428571428571,0.0714285714285714
"794","Sormunen Raili",128,"1031.6",2007,"PSA","KD",FALSE,0.0221529941156109,10,10316,1,14,"10316",0.642857142857143,0.0714285714285714
"795","Livson Ariel",104,"937.818",2007,"PSA","KD",FALSE,0.0179993077189339,11,10316,1,14,"10316",0.714285714285714,0.0714285714285714
"796","Maukonen Hannu",70,"859.667",2007,"PSA","KD",FALSE,0.0121149186569747,12,10316,1,14,"10316",0.785714285714286,0.0714285714285714
"797","Lounasvaara Eero",64,"793.538",2007,"PSA","KD",FALSE,0.0110764970578055,13,10316,1,14,"10316",0.857142857142857,0.0714285714285714
"798","Rönkkö Raimo",59,"736.857",2007,"PSA","KD",FALSE,0.0102111457251644,14,10316,1,14,"10316",0.928571428571429,0.0714285714285714
"799","Kääriäinen Seppo",7629,"45607",2007,"PSA","KE",TRUE,1,1,45607,4,14,"10316",0,0.285714285714286
"800","Heikkinen Hannakaisa",7083,"22803.5",2007,"PSA","KE",TRUE,0.928430987023201,2,45607,4,14,"10316",0.0714285714285714,0.285714285714286
"801","Katainen Elsi",5683,"15202.333",2007,"PSA","KE",TRUE,0.744920697339101,3,45607,4,14,"10316",0.142857142857143,0.285714285714286
"802","Rossi Markku",4233,"11401.75",2007,"PSA","KE",TRUE,0.554856468737711,4,45607,4,14,"10316",0.214285714285714,0.285714285714286
"803","Kettunen Rauno",4093,"9121.4",2007,"PSA","KE",FALSE,0.536505439769301,5,45607,4,14,"10316",0.285714285714286,0.285714285714286
"804","Martikainen Ossi",3565,"7601.167",2007,"PSA","KE",FALSE,0.467295844802726,6,45607,4,14,"10316",0.357142857142857,0.285714285714286
"805","Lämsä Eero",3226,"6515.286",2007,"PSA","KE",FALSE,0.422860138943505,7,45607,4,14,"10316",0.428571428571429,0.285714285714286
"806","Pakarinen Riikka",3186,"5700.875",2007,"PSA","KE",FALSE,0.417616987809674,8,45607,4,14,"10316",0.5,0.285714285714286
"807","Savolainen Leila",1347,"5067.444",2007,"PSA","KE",FALSE,0.176563114431773,9,45607,4,14,"10316",0.571428571428571,0.285714285714286
"808","Vidgrén Eveliina",1264,"4560.7",2007,"PSA","KE",FALSE,0.165683575829073,10,45607,4,14,"10316",0.642857142857143,0.285714285714286
"809","Nousiainen Perttu",1200,"4146.091",2007,"PSA","KE",FALSE,0.157294534014943,11,45607,4,14,"10316",0.714285714285714,0.285714285714286
"810","Hiekkala Panu",1193,"3800.583",2007,"PSA","KE",FALSE,0.156376982566522,12,45607,4,14,"10316",0.785714285714286,0.285714285714286
"811","Pöyhönen Tarja",1066,"3508.231",2007,"PSA","KE",FALSE,0.139729977716608,13,45607,4,14,"10316",0.857142857142857,0.285714285714286
"812","Puskala Varpu",839,"3257.643",2007,"PSA","KE",FALSE,0.109975095032114,14,45607,4,14,"10316",0.928571428571429,0.285714285714286
"813","Katainen Jyrki",10806,"26030",2007,"PSA","KO",TRUE,1,1,21696,1,13,"10316",0,0.0769230769230769
"814","Eestilä Markku",2648,"8676.667",2007,"PSA","KO",FALSE,0.245049046825838,2,21696,1,13,"10316",0.0769230769230769,0.0769230769230769
"815","Raassina Sari",2162,"6507.5",2007,"PSA","KO",FALSE,0.20007403294466,3,21696,1,13,"10316",0.153846153846154,0.0769230769230769
"816","Partanen Hanna",1800,"5206",2007,"PSA","KO",FALSE,0.166574125485841,4,21696,1,13,"10316",0.230769230769231,0.0769230769230769
"817","Kouros Kristiina",1168,"4338.333",2007,"PSA","KO",FALSE,0.108088099204146,5,21696,1,13,"10316",0.307692307692308,0.0769230769230769
"818","Jauhiainen Rieti",592,"3718.571",2007,"PSA","KO",FALSE,0.0547843790486767,6,21696,1,13,"10316",0.384615384615385,0.0769230769230769
"819","Louejoki Satu",530,"3253.75",2007,"PSA","KO",FALSE,0.0490468258374977,7,21696,1,13,"10316",0.461538461538462,0.0769230769230769
"820","Ongelin Erik",452,"2892.222",2007,"PSA","KO",FALSE,0.0418286137331112,9,21696,1,13,"10316",0.615384615384615,0.0769230769230769
"821","Pirinen Kaj",452,"2603",2007,"PSA","KO",FALSE,0.0418286137331112,8,21696,1,13,"10316",0.538461538461538,0.0769230769230769
"822","Kytölä Reijo",389,"2366.364",2007,"PSA","KO",FALSE,0.0359985193411068,10,21696,1,13,"10316",0.692307692307692,0.0769230769230769
"823","Huuskonen Anja",299,"2169.167",2007,"PSA","KO",FALSE,0.0276698130668147,11,21696,1,13,"10316",0.769230769230769,0.0769230769230769
"824","Sorjonen Anu",214,"2002.308",2007,"PSA","KO",FALSE,0.01980381269665,12,21696,1,13,"10316",0.846153846153846,0.0769230769230769
"825","Luoma Esko",184,"1859.286",2007,"PSA","KO",FALSE,0.017027577271886,13,21696,1,13,"10316",0.923076923076923,0.0769230769230769
"826","Rajamäki Kari",7850,"24760",2007,"PSA","SD",TRUE,1,1,24760,2,14,"10316",0,0.142857142857143
"827","Väätäinen Tuula",5018,"12380",2007,"PSA","SD",TRUE,0.639235668789809,2,24760,2,14,"10316",0.0714285714285714,0.142857142857143
"828","Sokka Irja",2449,"8253.333",2007,"PSA","SD",FALSE,0.311974522292994,3,24760,2,14,"10316",0.142857142857143,0.142857142857143
"829","Hahtala-Koponen Mia",2224,"6190",2007,"PSA","SD",FALSE,0.283312101910828,4,24760,2,14,"10316",0.214285714285714,0.142857142857143
"830","Kaartinen Pekka",1507,"4952",2007,"PSA","SD",FALSE,0.191974522292994,5,24760,2,14,"10316",0.285714285714286,0.142857142857143
"831","Toppinen Jouni",1498,"4126.667",2007,"PSA","SD",FALSE,0.190828025477707,6,24760,2,14,"10316",0.357142857142857,0.142857142857143
"832","Röppänen Neeta",1031,"3537.143",2007,"PSA","SD",FALSE,0.131337579617834,7,24760,2,14,"10316",0.428571428571429,0.142857142857143
"833","Pollari Pekka",748,"3095",2007,"PSA","SD",FALSE,0.0952866242038217,8,24760,2,14,"10316",0.5,0.142857142857143
"834","Oksiala Leea",581,"2751.111",2007,"PSA","SD",FALSE,0.0740127388535032,9,24760,2,14,"10316",0.571428571428571,0.142857142857143
"835","Kukkonen Paavali",576,"2476",2007,"PSA","SD",FALSE,0.0733757961783439,10,24760,2,14,"10316",0.642857142857143,0.142857142857143
"836","Kekäläinen Sari",561,"2250.909",2007,"PSA","SD",FALSE,0.0714649681528662,11,24760,2,14,"10316",0.714285714285714,0.142857142857143
"837","Korte Niko",436,"2063.333",2007,"PSA","SD",FALSE,0.0555414012738853,12,24760,2,14,"10316",0.785714285714286,0.142857142857143
"838","Pöllänen Jussi",156,"1904.615",2007,"PSA","SD",FALSE,0.0198726114649682,13,24760,2,14,"10316",0.857142857142857,0.142857142857143
"839","Oksanen Markku",125,"1768.571",2007,"PSA","SD",FALSE,0.0159235668789809,14,24760,2,14,"10316",0.928571428571429,0.142857142857143
"840","Kalli Timo",5836,"30377",2007,"SAT","KE",TRUE,1,1,30377,3,14,"10125.667",0,0.214285714285714
"841","Kaltiokumpu Oiva",5611,"15188.5",2007,"SAT","KE",TRUE,0.961446196024674,2,30377,3,14,"10125.667",0.0714285714285714,0.214285714285714
"842","Korkeaoja Juha",5316,"10125.667",2007,"SAT","KE",TRUE,0.910897875257025,3,30377,3,14,"10125.667",0.142857142857143,0.214285714285714
"843","Juhantalo Kauko",5054,"7594.25",2007,"SAT","KE",FALSE,0.866004112405757,4,30377,3,14,"10125.667",0.214285714285714,0.214285714285714
"844","Suominen Markku",1581,"6075.4",2007,"SAT","KE",FALSE,0.270904729266621,5,30377,3,14,"10125.667",0.285714285714286,0.214285714285714
"845","Uusihonko Hannu",1059,"5062.833",2007,"SAT","KE",FALSE,0.181459904043866,6,30377,3,14,"10125.667",0.357142857142857,0.214285714285714
"846","Laurén Hanna",1027,"4339.571",2007,"SAT","KE",FALSE,0.175976696367375,7,30377,3,14,"10125.667",0.428571428571429,0.214285714285714
"847","Siitonen Heljä",990,"3797.125",2007,"SAT","KE",FALSE,0.169636737491432,8,30377,3,14,"10125.667",0.5,0.214285714285714
"848","Huovinlahti Kim",982,"3375.222",2007,"SAT","KE",FALSE,0.16826593557231,9,30377,3,14,"10125.667",0.571428571428571,0.214285714285714
"849","Palomäki Lea",697,"3037.7",2007,"SAT","KE",FALSE,0.119431117203564,10,30377,3,14,"10125.667",0.642857142857143,0.214285714285714
"850","Tietari Satu",681,"2761.545",2007,"SAT","KE",FALSE,0.116689513365319,11,30377,3,14,"10125.667",0.714285714285714,0.214285714285714
"851","Manner Sirkka-Maria",665,"2531.417",2007,"SAT","KE",FALSE,0.113947909527073,12,30377,3,14,"10125.667",0.785714285714286,0.214285714285714
"852","Kilpi Helena",488,"2336.692",2007,"SAT","KE",FALSE,0.0836189170664839,13,30377,3,14,"10125.667",0.857142857142857,0.214285714285714
"853","Ståhlström Piritta",390,"2169.786",2007,"SAT","KE",FALSE,0.066826593557231,14,30377,3,14,"10125.667",0.928571428571429,0.214285714285714
"854","Kataja Sampsa",8463,"26395",2007,"SAT","KO",TRUE,1,1,26395,2,14,"10125.667",0,0.142857142857143
"855","Holmlund Anne",3896,"13197.5",2007,"SAT","KO",TRUE,0.460356847453622,2,26395,2,14,"10125.667",0.0714285714285714,0.142857142857143
"856","Tuori Jukka",2350,"8798.333",2007,"SAT","KO",FALSE,0.277679309937374,3,26395,2,14,"10125.667",0.142857142857143,0.142857142857143
"857","Santala Jyrki",2143,"6598.75",2007,"SAT","KO",FALSE,0.253219898381189,4,26395,2,14,"10125.667",0.214285714285714,0.142857142857143
"858","Lehtimäki Jouni",1418,"5279",2007,"SAT","KO",FALSE,0.167552877230297,5,26395,2,14,"10125.667",0.285714285714286,0.142857142857143
"859","Kaski Bia",1281,"4399.167",2007,"SAT","KO",FALSE,0.15136476426799,6,26395,2,14,"10125.667",0.357142857142857,0.142857142857143
"860","Kaartinen Marjatta",1233,"3770.714",2007,"SAT","KO",FALSE,0.145693016660759,7,26395,2,14,"10125.667",0.428571428571429,0.142857142857143
"861","Hiltunen Leea",1121,"3299.375",2007,"SAT","KO",FALSE,0.132458938910552,8,26395,2,14,"10125.667",0.5,0.142857142857143
"862","Suvanto Mari",1032,"2932.778",2007,"SAT","KO",FALSE,0.121942573555477,9,26395,2,14,"10125.667",0.571428571428571,0.142857142857143
"863","Heijari Eerik",911,"2639.5",2007,"SAT","KO",FALSE,0.107645043128914,10,26395,2,14,"10125.667",0.642857142857143,0.142857142857143
"864","Koivumäki Pertti",749,"2399.545",2007,"SAT","KO",FALSE,0.0885028949545079,11,26395,2,14,"10125.667",0.714285714285714,0.142857142857143
"865","Lahti Arto",681,"2199.583",2007,"SAT","KO",FALSE,0.0804679191775966,12,26395,2,14,"10125.667",0.785714285714286,0.142857142857143
"866","Suominen Anne",651,"2030.385",2007,"SAT","KO",FALSE,0.0769230769230769,13,26395,2,14,"10125.667",0.857142857142857,0.142857142857143
"867","Heino Simo",466,"1885.357",2007,"SAT","KO",FALSE,0.0550632163535389,14,26395,2,14,"10125.667",0.928571428571429,0.142857142857143
"868","Kiuru Krista",5560,"36232",2007,"SAT","SD",TRUE,1,1,36232,3,14,"10125.667",0,0.214285714285714
"869","Kallio Reijo",5400,"18116",2007,"SAT","SD",TRUE,0.971223021582734,2,36232,3,14,"10125.667",0.0714285714285714,0.214285714285714
"870","Vuolanne Antti",5182,"12077.333",2007,"SAT","SD",TRUE,0.932014388489209,3,36232,3,14,"10125.667",0.142857142857143,0.214285714285714
"871","Eskanen Heli",4416,"9058",2007,"SAT","SD",FALSE,0.794244604316547,4,36232,3,14,"10125.667",0.214285714285714,0.214285714285714
"872","Lehtonen Harri",3332,"7246.4",2007,"SAT","SD",FALSE,0.599280575539568,5,36232,3,14,"10125.667",0.285714285714286,0.214285714285714
"873","Salonen Kristiina",3152,"6038.667",2007,"SAT","SD",FALSE,0.566906474820144,6,36232,3,14,"10125.667",0.357142857142857,0.214285714285714
"874","Autio Johanna",2724,"5176",2007,"SAT","SD",FALSE,0.489928057553957,7,36232,3,14,"10125.667",0.428571428571429,0.214285714285714
"875","Vesivalo Rauno",1400,"4529",2007,"SAT","SD",FALSE,0.251798561151079,8,36232,3,14,"10125.667",0.5,0.214285714285714
"876","Ruoho Ari",1300,"4025.778",2007,"SAT","SD",FALSE,0.233812949640288,9,36232,3,14,"10125.667",0.571428571428571,0.214285714285714
"877","Heljakka Helena",1001,"3623.2",2007,"SAT","SD",FALSE,0.180035971223022,10,36232,3,14,"10125.667",0.642857142857143,0.214285714285714
"878","Anttila Esa J.",873,"3293.818",2007,"SAT","SD",FALSE,0.157014388489209,11,36232,3,14,"10125.667",0.714285714285714,0.214285714285714
"879","Salomaa Ilona",843,"3019.333",2007,"SAT","SD",FALSE,0.151618705035971,12,36232,3,14,"10125.667",0.785714285714286,0.214285714285714
"880","Kantonen Mika",758,"2787.077",2007,"SAT","SD",FALSE,0.136330935251799,13,36232,3,14,"10125.667",0.857142857142857,0.214285714285714
"881","Sulameri Toni",291,"2588",2007,"SAT","SD",FALSE,0.0523381294964029,14,36232,3,14,"10125.667",0.928571428571429,0.214285714285714
"882","Puhjo Veijo",3271,"14815",2007,"SAT","VA",TRUE,1,1,14815,1,14,"10125.667",0,0.0714285714285714
"883","Nummelin Aki",2285,"7407.5",2007,"SAT","VA",FALSE,0.698563130541119,2,14815,1,14,"10125.667",0.0714285714285714,0.0714285714285714
"884","Hirvonen Reijo",2072,"4938.333",2007,"SAT","VA",FALSE,0.633445429532253,3,14815,1,14,"10125.667",0.142857142857143,0.0714285714285714
"885","Sandberg Juha",1939,"3703.75",2007,"SAT","VA",FALSE,0.59278508101498,4,14815,1,14,"10125.667",0.214285714285714,0.0714285714285714
"886","Ruponen Susanna",866,"2963",2007,"SAT","VA",FALSE,0.264750840721492,5,14815,1,14,"10125.667",0.285714285714286,0.0714285714285714
"887","Haviala Sirpa",849,"2469.167",2007,"SAT","VA",FALSE,0.259553653317028,6,14815,1,14,"10125.667",0.357142857142857,0.0714285714285714
"888","Heininen Jaana",818,"2116.429",2007,"SAT","VA",FALSE,0.250076429226536,7,14815,1,14,"10125.667",0.428571428571429,0.0714285714285714
"889","Ailasmaa Tapio",734,"1851.875",2007,"SAT","VA",FALSE,0.224396209110364,8,14815,1,14,"10125.667",0.5,0.0714285714285714
"890","Pajukoski Jari",694,"1646.111",2007,"SAT","VA",FALSE,0.212167532864567,9,14815,1,14,"10125.667",0.571428571428571,0.0714285714285714
"891","Mäenpää Jari",385,"1481.5",2007,"SAT","VA",FALSE,0.11770100886579,10,14815,1,14,"10125.667",0.642857142857143,0.0714285714285714
"892","Lehto Jouni",307,"1346.818",2007,"SAT","VA",FALSE,0.0938550901864873,11,14815,1,14,"10125.667",0.714285714285714,0.0714285714285714
"893","Varis Anu-Liisa",291,"1234.583",2007,"SAT","VA",FALSE,0.0889636196881688,12,14815,1,14,"10125.667",0.785714285714286,0.0714285714285714
"894","Erkkilä Petra",222,"1139.615",2007,"SAT","VA",FALSE,0.06786915316417,13,14815,1,14,"10125.667",0.857142857142857,0.0714285714285714
"895","Lipponen Kalevi",82,"1058.214",2007,"SAT","VA",FALSE,0.0250687863038826,14,14815,1,14,"10125.667",0.928571428571429,0.0714285714285714
"896","Väkiparta Maria",1049,"4292",2007,"SAT","VI",FALSE,1,1,4292,0,14,"10125.667",0,0
"897","Elo Merja",514,"2146",2007,"SAT","VI",FALSE,0.489990467111535,2,4292,0,14,"10125.667",0.0714285714285714,0
"898","Sainala Jenni",471,"1430.667",2007,"SAT","VI",FALSE,0.448999046711153,3,4292,0,14,"10125.667",0.142857142857143,0
"899","Parvikko Reetta",465,"1073",2007,"SAT","VI",FALSE,0.44327931363203,4,4292,0,14,"10125.667",0.214285714285714,0
"900","Tomperi Hannu",334,"858.4",2007,"SAT","VI",FALSE,0.318398474737846,5,4292,0,14,"10125.667",0.285714285714286,0
"901","Jäntti Jaakko",287,"715.333",2007,"SAT","VI",FALSE,0.273593898951382,6,4292,0,14,"10125.667",0.357142857142857,0
"902","Meri Tapio",205,"613.143",2007,"SAT","VI",FALSE,0.195424213536702,7,4292,0,14,"10125.667",0.428571428571429,0
"903","Kekki Ilkka",165,"536.5",2007,"SAT","VI",FALSE,0.157292659675882,8,4292,0,14,"10125.667",0.5,0
"904","Suuriniemi Turkka",164,"476.889",2007,"SAT","VI",FALSE,0.156339370829361,9,4292,0,14,"10125.667",0.571428571428571,0
"905","Piirtola-Kahila Marikki",156,"429.2",2007,"SAT","VI",FALSE,0.148713060057197,10,4292,0,14,"10125.667",0.642857142857143,0
"906","Harmaala Kati",142,"390.182",2007,"SAT","VI",FALSE,0.13536701620591,11,4292,0,14,"10125.667",0.714285714285714,0
"907","Vidqvist Samuel",137,"357.667",2007,"SAT","VI",FALSE,0.130600571973308,12,4292,0,14,"10125.667",0.785714285714286,0
"908","Thorström Tarmo",133,"330.154",2007,"SAT","VI",FALSE,0.126787416587226,13,4292,0,14,"10125.667",0.857142857142857,0
"909","Kivelä Jouko",70,"306.571",2007,"SAT","VI",FALSE,0.0667302192564347,14,4292,0,14,"10125.667",0.928571428571429,0
"910","Tallqvist Tarja",4391,"19157",2007,"UUS","KD",TRUE,1,1,19157,1,34,"12171.364",0,0.0294117647058824
"911","Laukkanen Antero",2681,"9578.5",2007,"UUS","KD",FALSE,0.610567069004783,2,19157,1,34,"12171.364",0.0294117647058824,0.0294117647058824
"912","Kokko Annika",2435,"6385.667",2007,"UUS","KD",FALSE,0.554543384194944,3,19157,1,34,"12171.364",0.0588235294117647,0.0294117647058824
"913","Reinikainen Pekka",1740,"4789.25",2007,"UUS","KD",FALSE,0.396265087679344,4,19157,1,34,"12171.364",0.0882352941176471,0.0294117647058824
"914","Jääskeläinen Jouko",1341,"3831.4",2007,"UUS","KD",FALSE,0.30539740378046,5,19157,1,34,"12171.364",0.117647058823529,0.0294117647058824
"915","Eräpolku Merja",922,"3192.833",2007,"UUS","KD",FALSE,0.209974948758825,6,19157,1,34,"12171.364",0.147058823529412,0.0294117647058824
"916","Sipilä Jukka",634,"2736.714",2007,"UUS","KD",FALSE,0.144386244591209,7,19157,1,34,"12171.364",0.176470588235294,0.0294117647058824
"917","Tuohioja Pauli",531,"2394.625",2007,"UUS","KD",FALSE,0.120929173309041,8,19157,1,34,"12171.364",0.205882352941176,0.0294117647058824
"918","Helenius Harri",473,"2128.556",2007,"UUS","KD",FALSE,0.107720337053063,9,19157,1,34,"12171.364",0.235294117647059,0.0294117647058824
"919","Mäkinen Marja-Vuokko",364,"1915.7",2007,"UUS","KD",FALSE,0.0828968344340697,10,19157,1,34,"12171.364",0.264705882352941,0.0294117647058824
"920","Malkki Kyllikki",358,"1741.545",2007,"UUS","KD",FALSE,0.0815304030972444,11,19157,1,34,"12171.364",0.294117647058824,0.0294117647058824
"921","Salmensaari Leena",357,"1596.417",2007,"UUS","KD",FALSE,0.0813026645411068,12,19157,1,34,"12171.364",0.323529411764706,0.0294117647058824
"922","Andersson Niklas",348,"1473.615",2007,"UUS","KD",FALSE,0.0792530175358688,13,19157,1,34,"12171.364",0.352941176470588,0.0294117647058824
"923","Hietakangas Tanja",273,"1368.357",2007,"UUS","KD",FALSE,0.0621726258255523,14,19157,1,34,"12171.364",0.382352941176471,0.0294117647058824
"924","Kosonen Liisa",248,"1277.133",2007,"UUS","KD",FALSE,0.0564791619221134,15,19157,1,34,"12171.364",0.411764705882353,0.0294117647058824
"925","Ikegwuonu Godwin",235,"1197.313",2007,"UUS","KD",FALSE,0.0535185606923252,16,19157,1,34,"12171.364",0.441176470588235,0.0294117647058824
"926","Lehto Hannu",194,"1126.882",2007,"UUS","KD",FALSE,0.0441812798906855,17,19157,1,34,"12171.364",0.470588235294118,0.0294117647058824
"927","Laiti Malla",190,"1064.278",2007,"UUS","KD",FALSE,0.0432703256661353,18,19157,1,34,"12171.364",0.5,0.0294117647058824
"928","Summanen Ulla",188,"1008.263",2007,"UUS","KD",FALSE,0.0428148485538602,19,19157,1,34,"12171.364",0.529411764705882,0.0294117647058824
"929","Warvas Sirkka",157,"957.85",2007,"UUS","KD",FALSE,0.035754953313596,20,19157,1,34,"12171.364",0.558823529411765,0.0294117647058824
"930","Bollström Harri",149,"912.238",2007,"UUS","KD",FALSE,0.0339330448644956,21,19157,1,34,"12171.364",0.588235294117647,0.0294117647058824
