"","NAME","N","DHONDT","YEAR","PROVINCE","PARTY","PASSED","N.REL","RANK","LISTSUM","LISTPASSED","LISTSIZE","THRESHOLD","RANK.REL","PASSED.REL"
"192","Ohayon Liana Kaarina  (Lian",121,"495.526",2007,"HEL","PS",FALSE,0.054627539503386,18,9188,0,19,"11822.625",0.894736842105263,0
"193","Kähärä Ari",117,"470.75",2007,"HEL","PS",FALSE,0.0528216704288939,19,9188,0,19,"11822.625",0.947368421052632,0
"194","Tuomioja Erkki",12894,"67122",2007,"HEL","SD",TRUE,1,1,67122,5,21,"11822.625",0,0.238095238095238
"195","Heinäluoma Eero",10948,"33561",2007,"HEL","SD",TRUE,0.849077090119435,2,67122,5,21,"11822.625",0.0476190476190476,0.238095238095238
"196","Haatainen Tuula",6686,"22374",2007,"HEL","SD",TRUE,0.51853575306344,3,67122,5,21,"11822.625",0.0952380952380952,0.238095238095238
"197","Hiltunen Rakel",6205,"16780.5",2007,"HEL","SD",TRUE,0.481231580580115,4,67122,5,21,"11822.625",0.142857142857143,0.238095238095238
"198","Lipponen Päivi",4202,"13424.4",2007,"HEL","SD",TRUE,0.325888009927098,5,67122,5,21,"11822.625",0.19047619047619,0.238095238095238
"199","Söderman Jacob",3902,"11187",2007,"HEL","SD",FALSE,0.302621374282612,6,67122,5,21,"11822.625",0.238095238095238,0.238095238095238
"200","Bryggare Arto",3857,"9588.857",2007,"HEL","SD",FALSE,0.299131378935939,7,67122,5,21,"11822.625",0.285714285714286,0.238095238095238
"201","Taipale Ilkka",3525,"8390.25",2007,"HEL","SD",FALSE,0.273382968822708,8,67122,5,21,"11822.625",0.333333333333333,0.238095238095238
"202","Pajamäki Osku",2524,"7458",2007,"HEL","SD",FALSE,0.195749961222274,9,67122,5,21,"11822.625",0.380952380952381,0.238095238095238
"203","Oksa Mirka",1928,"6712.2",2007,"HEL","SD",FALSE,0.149526911741895,10,67122,5,21,"11822.625",0.428571428571429,0.238095238095238
"204","Puura Heli",1865,"6102",2007,"HEL","SD",FALSE,0.144640918256553,11,67122,5,21,"11822.625",0.476190476190476,0.238095238095238
"205","Anttila Maija",1479,"5593.5",2007,"HEL","SD",FALSE,0.114704513727315,12,67122,5,21,"11822.625",0.523809523809524,0.238095238095238
"206","Wallgren Thomas",1169,"5163.231",2007,"HEL","SD",FALSE,0.0906623235613464,13,67122,5,21,"11822.625",0.571428571428571,0.238095238095238
"207","Osman-Sovala Zahra",1035,"4794.429",2007,"HEL","SD",FALSE,0.080269892973476,14,67122,5,21,"11822.625",0.619047619047619,0.238095238095238
"208","Välimäki Heta",1035,"4474.8",2007,"HEL","SD",FALSE,0.080269892973476,15,67122,5,21,"11822.625",0.666666666666667,0.238095238095238
"209","Saksala Harri",836,"4195.125",2007,"HEL","SD",FALSE,0.0648363579959671,16,67122,5,21,"11822.625",0.714285714285714,0.238095238095238
"210","Kantola Tarja",814,"3948.353",2007,"HEL","SD",FALSE,0.0631301380487048,17,67122,5,21,"11822.625",0.761904761904762,0.238095238095238
"211","Jouhki Hannu",736,"3729",2007,"HEL","SD",FALSE,0.0570808127811385,18,67122,5,21,"11822.625",0.80952380952381,0.238095238095238
"212","Mäenpää Anna",656,"3532.737",2007,"HEL","SD",FALSE,0.0508763766092756,19,67122,5,21,"11822.625",0.857142857142857,0.238095238095238
"213","Malinen Jouko",509,"3356.1",2007,"HEL","SD",FALSE,0.0394757251434776,20,67122,5,21,"11822.625",0.904761904761905,0.238095238095238
"214","Beurling Juha",317,"3196.286",2007,"HEL","SD",FALSE,0.0245850783310067,21,67122,5,21,"11822.625",0.952380952380952,0.238095238095238
"215","Arhinmäki Paavo",6859,"21366",2007,"HEL","VA",TRUE,1,1,21366,1,21,"11822.625",0,0.0476190476190476
"216","Puhakka Sirpa",3866,"10683",2007,"HEL","VA",FALSE,0.563639014433591,2,21366,1,21,"11822.625",0.0476190476190476,0.0476190476190476
"217","Aarnipuu Tiia",1842,"7122",2007,"HEL","VA",FALSE,0.268552267094329,3,21366,1,21,"11822.625",0.0952380952380952,0.0476190476190476
"218","Saarnio Pekka",1507,"5341.5",2007,"HEL","VA",FALSE,0.219711328181951,4,21366,1,21,"11822.625",0.142857142857143,0.0476190476190476
"219","Vikstedt Tea",1053,"4273.2",2007,"HEL","VA",FALSE,0.153520921417116,5,21366,1,21,"11822.625",0.19047619047619,0.0476190476190476
"220","Siimes Hanna-Kaisa",884,"3561",2007,"HEL","VA",FALSE,0.128881761189678,6,21366,1,21,"11822.625",0.238095238095238,0.0476190476190476
"221","Mielonen Mikko",754,"3052.286",2007,"HEL","VA",FALSE,0.109928561014725,7,21366,1,21,"11822.625",0.285714285714286,0.0476190476190476
"222","Jokinen Orvokki",633,"2670.75",2007,"HEL","VA",FALSE,0.0922875054672693,8,21366,1,21,"11822.625",0.333333333333333,0.0476190476190476
"223","Eräsaari Leena",617,"2374",2007,"HEL","VA",FALSE,0.0899548039072751,9,21366,1,21,"11822.625",0.380952380952381,0.0476190476190476
"224","Mänttäri Alina",545,"2136.6",2007,"HEL","VA",FALSE,0.0794576468873014,10,21366,1,21,"11822.625",0.428571428571429,0.0476190476190476
"225","Kajos Miina",493,"1942.364",2007,"HEL","VA",FALSE,0.0718763668173203,11,21366,1,21,"11822.625",0.476190476190476,0.0476190476190476
"226","Ravela Reko",413,"1780.5",2007,"HEL","VA",FALSE,0.0602128590173495,12,21366,1,21,"11822.625",0.523809523809524,0.0476190476190476
"227","Asikainen Kirsi",300,"1643.538",2007,"HEL","VA",FALSE,0.0437381542498907,13,21366,1,21,"11822.625",0.571428571428571,0.0476190476190476
"228","Honka Eero",281,"1526.143",2007,"HEL","VA",FALSE,0.0409680711473976,14,21366,1,21,"11822.625",0.619047619047619,0.0476190476190476
"229","Lumberg Kirsti (Kiba)",273,"1424.4",2007,"HEL","VA",FALSE,0.0398017203674005,15,21366,1,21,"11822.625",0.666666666666667,0.0476190476190476
"230","Tammisto Anna",266,"1335.375",2007,"HEL","VA",FALSE,0.038781163434903,16,21366,1,21,"11822.625",0.714285714285714,0.0476190476190476
"231","Buttler Pekka",231,"1256.824",2007,"HEL","VA",FALSE,0.0336783787724158,17,21366,1,21,"11822.625",0.761904761904762,0.0476190476190476
"232","Vasankari Jaakko",206,"1187",2007,"HEL","VA",FALSE,0.0300335325849249,18,21366,1,21,"11822.625",0.80952380952381,0.0476190476190476
"233","Saari Juhani",127,"1124.526",2007,"HEL","VA",FALSE,0.0185158186324537,19,21366,1,21,"11822.625",0.857142857142857,0.0476190476190476
"234","Nyström Nils",121,"1068.3",2007,"HEL","VA",FALSE,0.0176410555474559,20,21366,1,21,"11822.625",0.904761904761905,0.0476190476190476
"235","Rezov Elena",95,"1017.429",2007,"HEL","VA",FALSE,0.0138504155124654,21,21366,1,21,"11822.625",0.952380952380952,0.0476190476190476
"236","Brax Tuija",9692,"63440",2007,"HEL","VI",TRUE,1,1,63440,5,21,"11822.625",0,0.238095238095238
"237","Sinnemäki Anni",7694,"31720",2007,"HEL","VI",TRUE,0.793850598431696,2,63440,5,21,"11822.625",0.0476190476190476,0.238095238095238
"238","Haavisto Pekka",5418,"21146.667",2007,"HEL","VI",TRUE,0.55901774659513,3,63440,5,21,"11822.625",0.0952380952380952,0.238095238095238
"239","Sumuvuori Johanna",5173,"15860",2007,"HEL","VI",TRUE,0.53373916632274,4,63440,5,21,"11822.625",0.142857142857143,0.238095238095238
"240","Alanko-Kahiluoto Outi",4622,"12688",2007,"HEL","VI",TRUE,0.476888155179529,5,63440,5,21,"11822.625",0.19047619047619,0.238095238095238
"241","Relander Jukka",4403,"10573.333",2007,"HEL","VI",FALSE,0.454292199752373,6,63440,5,21,"11822.625",0.238095238095238,0.238095238095238
"242","Abdulla Zahra",4198,"9062.857",2007,"HEL","VI",FALSE,0.433140734626496,7,63440,5,21,"11822.625",0.285714285714286,0.238095238095238
"243","Krohn Minerva",3938,"7930",2007,"HEL","VI",FALSE,0.406314486174164,8,63440,5,21,"11822.625",0.333333333333333,0.238095238095238
"244","Puoskari Mari",3934,"7048.889",2007,"HEL","VI",FALSE,0.405901774659513,9,63440,5,21,"11822.625",0.380952380952381,0.238095238095238
"245","Lehtipuu Otto",2361,"6344",2007,"HEL","VI",FALSE,0.243602971522905,10,63440,5,21,"11822.625",0.428571428571429,0.238095238095238
"246","Moisio Elina",2121,"5767.273",2007,"HEL","VI",FALSE,0.21884028064383,11,63440,5,21,"11822.625",0.476190476190476,0.238095238095238
"247","Hellström Sanna",1824,"5286.667",2007,"HEL","VI",FALSE,0.188196450680974,12,63440,5,21,"11822.625",0.523809523809524,0.238095238095238
"248","Ingervo Sirkku",1816,"4880",2007,"HEL","VI",FALSE,0.187371027651671,13,63440,5,21,"11822.625",0.571428571428571,0.238095238095238
"249","Helistö Kimmo",1314,"4531.429",2007,"HEL","VI",FALSE,0.135575732562939,14,63440,5,21,"11822.625",0.619047619047619,0.238095238095238
"250","Ylikahri Ville",979,"4229.333",2007,"HEL","VI",FALSE,0.101011143210896,15,63440,5,21,"11822.625",0.666666666666667,0.238095238095238
"251","Johansson Frank",866,"3965",2007,"HEL","VI",FALSE,0.0893520429219975,16,63440,5,21,"11822.625",0.714285714285714,0.238095238095238
"252","Könkkölä Kalle",799,"3731.765",2007,"HEL","VI",FALSE,0.0824391250515889,17,63440,5,21,"11822.625",0.761904761904762,0.238095238095238
"253","Laakso Tapio",739,"3524.444",2007,"HEL","VI",FALSE,0.0762484523318201,18,63440,5,21,"11822.625",0.80952380952381,0.238095238095238
"254","Ovaskainen Kai",678,"3338.947",2007,"HEL","VI",FALSE,0.0699546017333884,19,63440,5,21,"11822.625",0.857142857142857,0.238095238095238
"255","Korpela Heikki",480,"3172",2007,"HEL","VI",FALSE,0.049525381758151,20,63440,5,21,"11822.625",0.904761904761905,0.238095238095238
"256","Jantunen Tuomo",391,"3020.952",2007,"HEL","VI",FALSE,0.0403425505571605,21,63440,5,21,"11822.625",0.952380952380952,0.238095238095238
"257","Kankaanniemi Toimi",5116,"11142",2007,"KES","KD",TRUE,1,1,11142,1,14,"10561",0,0.0714285714285714
"258","Visakorpi Marika",1451,"5571",2007,"KES","KD",FALSE,0.283620015637217,2,11142,1,14,"10561",0.0714285714285714,0.0714285714285714
"259","Soininen Piia",935,"3714",2007,"KES","KD",FALSE,0.182759968725567,3,11142,1,14,"10561",0.142857142857143,0.0714285714285714
"260","Maanselkä Asmo",865,"2785.5",2007,"KES","KD",FALSE,0.169077404222048,4,11142,1,14,"10561",0.214285714285714,0.0714285714285714
"261","Niiles Paavo",461,"2228.4",2007,"KES","KD",FALSE,0.0901094605160282,5,11142,1,14,"10561",0.285714285714286,0.0714285714285714
"262","Nurmesviita Pirjo",358,"1857",2007,"KES","KD",FALSE,0.0699765441751368,6,11142,1,14,"10561",0.357142857142857,0.0714285714285714
"263","Närhi Risto",355,"1591.714",2007,"KES","KD",FALSE,0.0693901485535575,7,11142,1,14,"10561",0.428571428571429,0.0714285714285714
"264","Asp Sami",352,"1392.75",2007,"KES","KD",FALSE,0.0688037529319781,8,11142,1,14,"10561",0.5,0.0714285714285714
"265","Liukko Kirsti",317,"1238",2007,"KES","KD",FALSE,0.0619624706802189,9,11142,1,14,"10561",0.571428571428571,0.0714285714285714
"266","Ryynänen Esa",292,"1114.2",2007,"KES","KD",FALSE,0.0570758405003909,10,11142,1,14,"10561",0.642857142857143,0.0714285714285714
"267","Kallioinen Matti",268,"1012.909",2007,"KES","KD",FALSE,0.0523846755277561,11,11142,1,14,"10561",0.714285714285714,0.0714285714285714
"268","Mukkala Mikko",145,"928.5",2007,"KES","KD",FALSE,0.0283424550430023,12,11142,1,14,"10561",0.785714285714286,0.0714285714285714
"269","Lehikoinen Taisto",137,"857.077",2007,"KES","KD",FALSE,0.0267787333854574,13,11142,1,14,"10561",0.857142857142857,0.0714285714285714
"270","Mäki Tapani",90,"795.857",2007,"KES","KD",FALSE,0.0175918686473808,14,11142,1,14,"10561",0.928571428571429,0.0714285714285714
"271","Pekkarinen Mauri",9102,"47058",2007,"KES","KE",TRUE,1,1,47058,4,14,"10561",0,0.285714285714286
"272","Kalmari Anne",8266,"23529",2007,"KES","KE",TRUE,0.908152054493518,2,47058,4,14,"10561",0.0714285714285714,0.285714285714286
"273","Paloniemi Aila",5461,"15686",2007,"KES","KE",TRUE,0.599978026807295,3,47058,4,14,"10561",0.142857142857143,0.285714285714286
"274","Oinonen Lauri",4621,"11764.5",2007,"KES","KE",TRUE,0.507690617446715,4,47058,4,14,"10561",0.214285714285714,0.285714285714286
"275","Sorri Katja",3076,"9411.6",2007,"KES","KE",FALSE,0.337947703801362,5,47058,4,14,"10561",0.285714285714286,0.285714285714286
"276","Suomala Antti",2653,"7843",2007,"KES","KE",FALSE,0.291474401230499,6,47058,4,14,"10561",0.357142857142857,0.285714285714286
"277","Neittaanmäki Petri",2515,"6722.571",2007,"KES","KE",FALSE,0.276312898264118,7,47058,4,14,"10561",0.428571428571429,0.285714285714286
"278","Friman Esko",2416,"5882.25",2007,"KES","KE",FALSE,0.265436167875192,8,47058,4,14,"10561",0.5,0.285714285714286
"279","Reipas Anu",2395,"5228.667",2007,"KES","KE",FALSE,0.263128982641178,9,47058,4,14,"10561",0.571428571428571,0.285714285714286
"280","Takala Pauliina",2392,"4705.8",2007,"KES","KE",FALSE,0.262799384750604,10,47058,4,14,"10561",0.642857142857143,0.285714285714286
"281","Laitinen Markku",1890,"4278",2007,"KES","KE",FALSE,0.207646671061305,11,47058,4,14,"10561",0.714285714285714,0.285714285714286
"282","Tuomisto Timo",1447,"3921.5",2007,"KES","KE",FALSE,0.158976049219952,12,47058,4,14,"10561",0.785714285714286,0.285714285714286
"283","Utunen Heini",643,"3619.846",2007,"KES","KE",FALSE,0.0706438145462536,13,47058,4,14,"10561",0.857142857142857,0.285714285714286
"284","Damskägg Yrjö",181,"3361.286",2007,"KES","KE",FALSE,0.0198857393979345,14,47058,4,14,"10561",0.928571428571429,0.285714285714286
"285","Virkkunen Henna",6133,"21008",2007,"KES","KO",TRUE,1,1,21008,1,14,"10561",0,0.0714285714285714
"286","Vielma Ahti",2969,"10504",2007,"KES","KO",FALSE,0.484102396869395,2,21008,1,14,"10561",0.0714285714285714,0.0714285714285714
"287","Pulli Terhi",1574,"7002.667",2007,"KES","KO",FALSE,0.256644382846894,3,21008,1,14,"10561",0.142857142857143,0.0714285714285714
"288","Andersson Hennariikka",1493,"5252",2007,"KES","KO",FALSE,0.243437143323007,4,21008,1,14,"10561",0.214285714285714,0.0714285714285714
"289","Mäkinen Janne",1275,"4201.6",2007,"KES","KO",FALSE,0.207891733246372,5,21008,1,14,"10561",0.285714285714286,0.0714285714285714
"290","Ahonen Aila",1239,"3501.333",2007,"KES","KO",FALSE,0.202021849013533,6,21008,1,14,"10561",0.357142857142857,0.0714285714285714
"291","Enkola Kari",1164,"3001.143",2007,"KES","KO",FALSE,0.189792923528453,7,21008,1,14,"10561",0.428571428571429,0.0714285714285714
"292","Kahilainen Seppo",1148,"2626",2007,"KES","KO",FALSE,0.187184086091635,8,21008,1,14,"10561",0.5,0.0714285714285714
"293","Lajunen Heimo",999,"2334.222",2007,"KES","KO",FALSE,0.162889287461275,9,21008,1,14,"10561",0.571428571428571,0.0714285714285714
"294","Tarvainen Elise",919,"2100.8",2007,"KES","KO",FALSE,0.149845100277189,10,21008,1,14,"10561",0.642857142857143,0.0714285714285714
"295","Selin Jaakko",806,"1909.818",2007,"KES","KO",FALSE,0.131420185879667,11,21008,1,14,"10561",0.714285714285714,0.0714285714285714
"296","Kärki Timo",455,"1750.667",2007,"KES","KO",FALSE,0.0741888146094896,12,21008,1,14,"10561",0.785714285714286,0.0714285714285714
"297","Ratinen Pertti",445,"1616",2007,"KES","KO",FALSE,0.0725582912114789,13,21008,1,14,"10561",0.857142857142857,0.0714285714285714
"298","Kivistö Olli",389,"1500.571",2007,"KES","KO",FALSE,0.0634273601826186,14,21008,1,14,"10561",0.928571428571429,0.0714285714285714
"299","Tuupainen Kauko",899,"3900",2007,"KES","PS",FALSE,1,1,3616,0,11,"10561",0,0
"300","Tuominen Marke",470,"1950",2007,"KES","PS",FALSE,0.522803114571746,2,3616,0,11,"10561",0.0909090909090909,0
"301","Uski Jorma",420,"1300",2007,"KES","PS",FALSE,0.467185761957731,3,3616,0,11,"10561",0.181818181818182,0
"302","Andersson Harri",370,"975",2007,"KES","PS",FALSE,0.411568409343715,4,3616,0,11,"10561",0.272727272727273,0
"303","Manninen Marko",315,"780",2007,"KES","PS",FALSE,0.350389321468298,5,3616,0,11,"10561",0.363636363636364,0
"304","Martikainen Martti",270,"650",2007,"KES","PS",FALSE,0.300333704115684,6,3616,0,11,"10561",0.454545454545455,0
"305","Luomala Marko",237,"557.143",2007,"KES","PS",FALSE,0.263626251390434,7,3616,0,11,"10561",0.545454545454545,0
"306","Tuomi Pentti",210,"487.5",2007,"KES","PS",FALSE,0.233592880978865,8,3616,0,11,"10561",0.636363636363636,0
"307","Paasonen Jari",183,"433.333",2007,"KES","PS",FALSE,0.203559510567297,9,3616,0,11,"10561",0.727272727272727,0
"308","Levänen Tapio",162,"354.545",2007,"KES","PS",FALSE,0.18020022246941,10,3616,0,11,"10561",0.818181818181818,0
"309","Kivijärvi Paavo",80,"325",2007,"KES","PS",FALSE,0.0889877641824249,11,3616,0,11,"10561",0.909090909090909,0
"310","Huovinen Susanna",8365,"34710",2007,"KES","SD",TRUE,1,1,34710,3,14,"10561",0,0.214285714285714
"311","Peltonen Tuula",5382,"17355",2007,"KES","SD",TRUE,0.643395098625224,2,34710,3,14,"10561",0.0714285714285714,0.214285714285714
"312","Laitinen Reijo",5111,"11570",2007,"KES","SD",TRUE,0.610998206814106,3,34710,3,14,"10561",0.142857142857143,0.214285714285714
"313","Olin Kalevi",3562,"8677.5",2007,"KES","SD",FALSE,0.425821876867902,4,34710,3,14,"10561",0.214285714285714,0.214285714285714
"314","Lauttamus Ulla",2567,"6942",2007,"KES","SD",FALSE,0.306873879258816,5,34710,3,14,"10561",0.285714285714286,0.214285714285714
"315","Kiiskinen Kari",2520,"5785",2007,"KES","SD",FALSE,0.301255230125523,6,34710,3,14,"10561",0.357142857142857,0.214285714285714
"316","Ahonen Merja",1289,"4958.571",2007,"KES","SD",FALSE,0.15409444112373,7,34710,3,14,"10561",0.428571428571429,0.214285714285714
"317","Santanen Olli",1154,"4338.75",2007,"KES","SD",FALSE,0.137955768081291,8,34710,3,14,"10561",0.5,0.214285714285714
"318","Lindborg Jenny",1035,"3856.667",2007,"KES","SD",FALSE,0.123729826658697,9,34710,3,14,"10561",0.571428571428571,0.214285714285714
"319","Juuti Asko",931,"3471",2007,"KES","SD",FALSE,0.111297071129707,10,34710,3,14,"10561",0.642857142857143,0.214285714285714
"320","Kalmari Leena",823,"3155.455",2007,"KES","SD",FALSE,0.0983861326957561,11,34710,3,14,"10561",0.714285714285714,0.214285714285714
"321","Saastamoinen Ari",799,"2892.5",2007,"KES","SD",FALSE,0.0955170352659892,12,34710,3,14,"10561",0.785714285714286,0.214285714285714
"322","Tuominen Sami",785,"2670",2007,"KES","SD",FALSE,0.0938433950986252,13,34710,3,14,"10561",0.857142857142857,0.214285714285714
"323","Nieminen Heidi",387,"2479.286",2007,"KES","SD",FALSE,0.046264196054991,14,34710,3,14,"10561",0.928571428571429,0.214285714285714
"324","Kangas Matti",4539,"10561",2007,"KES","VA",TRUE,1,1,10561,1,14,"10561",0,0.0714285714285714
"325","Alanen Tuomo",965,"5280.5",2007,"KES","VA",FALSE,0.21260189469046,2,10561,1,14,"10561",0.0714285714285714,0.0714285714285714
"326","Martins Sirpa",665,"3520.333",2007,"KES","VA",FALSE,0.146508041418815,3,10561,1,14,"10561",0.142857142857143,0.0714285714285714
"327","Hult Tapio",571,"2640.25",2007,"KES","VA",FALSE,0.125798634060366,4,10561,1,14,"10561",0.214285714285714,0.0714285714285714
"328","Huttunen Piritta",554,"2112.2",2007,"KES","VA",FALSE,0.122053315708306,5,10561,1,14,"10561",0.285714285714286,0.0714285714285714
"329","Rönkkö Marju",533,"1760.167",2007,"KES","VA",FALSE,0.117426745979291,6,10561,1,14,"10561",0.357142857142857,0.0714285714285714
"330","Pernu Ilkka",461,"1508.714",2007,"KES","VA",FALSE,0.101564221194096,7,10561,1,14,"10561",0.428571428571429,0.0714285714285714
"331","Välilä Vesa",451,"1320.125",2007,"KES","VA",FALSE,0.0993610927517074,8,10561,1,14,"10561",0.5,0.0714285714285714
"332","Soininen Elina",408,"1173.444",2007,"KES","VA",FALSE,0.0898876404494382,9,10561,1,14,"10561",0.571428571428571,0.0714285714285714
"333","Pakarinen Marja",406,"1056.1",2007,"KES","VA",FALSE,0.0894470147609606,10,10561,1,14,"10561",0.642857142857143,0.0714285714285714
"334","Kaukometsä Jarkko",343,"960.091",2007,"KES","VA",FALSE,0.075567305573915,11,10561,1,14,"10561",0.714285714285714,0.0714285714285714
"335","Hämäläinen Eero",254,"880.083",2007,"KES","VA",FALSE,0.0559594624366601,12,10561,1,14,"10561",0.785714285714286,0.0714285714285714
"336","Kolu Marja",218,"812.385",2007,"KES","VA",FALSE,0.0480282000440626,13,10561,1,14,"10561",0.857142857142857,0.0714285714285714
"337","Yazdi Aznaveh Hamid",193,"754.357",2007,"KES","VA",FALSE,0.0425203789380921,14,10561,1,14,"10561",0.928571428571429,0.0714285714285714
"338","Mäkinen Tuija",2746,"9859",2007,"KES","VI",FALSE,1,1,9859,0,14,"10561",0,0
"339","Heinsola Arjo",941,"4929.5",2007,"KES","VI",FALSE,0.342680262199563,2,9859,0,14,"10561",0.0714285714285714,0
"340","Eräjää Sini",903,"3286.333",2007,"KES","VI",FALSE,0.32884195193008,3,9859,0,14,"10561",0.142857142857143,0
"341","Vauhkonen Jouni",797,"2464.75",2007,"KES","VI",FALSE,0.290240349599417,4,9859,0,14,"10561",0.214285714285714,0
"342","Simanainen Niina",718,"1971.8",2007,"KES","VI",FALSE,0.261471230881282,5,9859,0,14,"10561",0.285714285714286,0
"343","Tarvainen Tapani",687,"1643.167",2007,"KES","VI",FALSE,0.250182083029862,6,9859,0,14,"10561",0.357142857142857,0
"344","Niivee Minna",659,"1408.429",2007,"KES","VI",FALSE,0.239985433357611,7,9859,0,14,"10561",0.428571428571429,0
